0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
Interactive Dashboards with Plotly and Dash;Course;New;;;Show more options for Interactive Dashboards with Plotly and Dash;;;Save;;;8h 30m;;;;Intermediate;1 week ago;;;;;LinkedIn;;;By: Chris Bruehl and Maven Analytics;
Prepare for the Power BI Data Analyst Associate (PL-300) Certification;Learning Path;;;Show more options for Prepare for the Power BI Data Analyst Associate (PL-300) Certification;;;Save;;;10h;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Listen: Jan Willem Tulp;Audio;;;Show more options for Listen: Jan Willem Tulp;;;Save;;;24m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Neil Richards;Audio;;;Show more options for Listen: Neil Richards;;;Save;;;23m;;;Updated Dec 2023;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Alvin Chang;Audio;;;Show more options for Listen: Alvin Chang;;;Save;;;24m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Data Science Foundations: Data Assessment for Predictive Modeling;Course;;;Show more options for Data Science Foundations: Data Assessment for Predictive Modeling;;;Save;;;4h 3m;;Intermediate;;;Sep 2020;;;;;LinkedIn;;By: Keith McCormick;;;
Listen: Mike Bostock;Audio;;;Show more options for Listen: Mike Bostock;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Melody Meckfessel;Audio;;;Show more options for Listen: Melody Meckfessel;;;Save;;;25m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: David C. Baker and Emily Mills;Audio;;;Show more options for Listen: David C. Baker and Emily Mills;;;Save;;;19m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Faster pandas;Course;;;Show more options for Faster pandas;;;Save;;;1h 24m;;Advanced;;;Nov 2020;;;;;LinkedIn;;By: Miki Tebeka;;;
Lesson: Collaboration in Dataviz;Audio;;;Show more options for Lesson: Collaboration in Dataviz;;;Save;;;3m 38s;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Gurman Bhatia;Audio;;;Show more options for Listen: Gurman Bhatia;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Mico Yuk;Audio;;;Show more options for Listen: Mico Yuk;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Emma Willard legacy;Audio;;;Show more options for Lesson: Emma Willard legacy;;;Save;;;3m 32s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Susan Schulten;Audio;;;Show more options for Listen: Susan Schulten;;;Save;;;24m;;;Updated Dec 2023;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Network visualization;Audio;;;Show more options for Lesson: Network visualization;;;Save;;;2m 59s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: All we think we know is wrong;Audio;;;Show more options for Lesson: All we think we know is wrong;;;Save;;;3m 54s;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Nano Tips for Acing Your SQL Interview with Nick Singh;Course;;;Show more options for Nano Tips for Acing Your SQL Interview with Nick Singh;;;Save;;;12m;;General;;;Oct 2023;;;;;LinkedIn;;By: Nick Singh;;;
Master Key Financial Analyst Skills;Learning Path;;;Show more options for Master Key Financial Analyst Skills;;;Save;;;9h 53m;;;Updated Nov 2023;;;;;LinkedIn;;;;;;;
Power BI Data Analyst Associate (PL-300) Cert Prep: Create Model Calculations Using DAX;Course;;;Show more options for Power BI Data Analyst Associate (PL-300) Cert Prep: Create Model Calculations Using DAX;;;Save;;;1h 18m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Jermaine McDonald;;;
Listen: Shirley Wu;Audio;;;Show more options for Listen: Shirley Wu;;;Save;;;19m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Machine Learning Foundations: Calculus;Course;;;Show more options for Machine Learning Foundations: Calculus;;;Save;;;1h 29m;;Beginner;;;Mar 2023;;;;;LinkedIn;;By: Terezija Semenski;;;
Advanced Pandas;Course;;;Show more options for Advanced Pandas;;;Save;;;1h 2m;;Advanced;;;Feb 2021;;;;;LinkedIn;;By: Brett Vanderblock and Madecraft;;;
Listen: Gabrielle Merite;Audio;;;Show more options for Listen: Gabrielle Merite;;;Save;;;23m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Kirell Benzi;Audio;;;Show more options for Listen: Kirell Benzi;;;Save;;;26m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Robin Hunt;Audio;;;Show more options for Listen: Robin Hunt;;;Save;;;21m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Federica Fragapane;Audio;;;Show more options for Listen: Federica Fragapane;;;Save;;;17m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Databricks Certified Data Engineer Associate Cert Prep: 1 Databricks Lakehouse Platform;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 1 Databricks Lakehouse Platform;;;Save;;;23m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Oracle Database 12c: Advanced SQL;Course;;;Show more options for Oracle Database 12c: Advanced SQL;;;Save;;;2h 36m;;Intermediate;;;Mar 2018;;;;;LinkedIn;;By: David Yahalom;;;
Listen with Rob Simmon;Audio;;;Show more options for Listen with Rob Simmon;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Simran Parwani;Audio;;;Show more options for Listen: Simran Parwani;;;Save;;;20m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Cleaning Bad Data in R;Course;;;Show more options for Cleaning Bad Data in R;;;Save;;;1h 54m;;Beginner + Intermediate;;;Aug 2018;;;;;LinkedIn;;By: Mike Chapple;;;
Listen: Moritz Stefaner;Audio;;;Show more options for Listen: Moritz Stefaner;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Advanced SQL Project: Design and Manage a Database;Course;Popular;;;Show more options for Advanced SQL Project: Design and Manage a Database;;;Save;;;2h 24m;;;;Advanced;1 month ago;;;;;LinkedIn;;;By: Walter Shields;
Databricks Certified Data Engineer Associate Cert Prep: 5 Data Governance;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 5 Data Governance;;;Save;;;22m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Listen: Maarten Lambrechts;Audio;;;Show more options for Listen: Maarten Lambrechts;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
String Cleaning with pandas 2.0;Course;;;Show more options for String Cleaning with pandas 2.0;;;Save;;;1h 2m;;Advanced;;;Oct 2023;;;;;LinkedIn;;By: Seth Berry;;;
Listen: Nadieh Bremer;Audio;;;Show more options for Listen: Nadieh Bremer;;;Save;;;16m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Julia Krolik;Audio;;;Show more options for Listen: Julia Krolik;;;Save;;;19m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Steve Wexler;Audio;;;Show more options for Listen: Steve Wexler;;;Save;;;30m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen with Stephanie Evergreen;Audio;;;Show more options for Listen with Stephanie Evergreen;;;Save;;;24m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Kathy Rowell;Audio;;;Show more options for Listen: Kathy Rowell;;;Save;;;22m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Nigel Holmes;Audio;;;Show more options for Listen: Nigel Holmes;;;Save;;;25m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Healthcare;Audio;;;Show more options for Lesson: Healthcare;;;Save;;;4m 24s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Databricks Certified Data Engineer Associate Cert Prep: 6 Data Access with Unity Catalog;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 6 Data Access with Unity Catalog;;;Save;;;18m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Listen: Vidya Setlur and Bridget Cogley;Audio;;;Show more options for Listen: Vidya Setlur and Bridget Cogley;;;Save;;;24m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Using SQL with Python;Course;;;Show more options for Using SQL with Python;;;Save;;;1h 39m;;Intermediate;;;Jul 2021;;;;;LinkedIn;;By: Bill Weinman;;;
Master Advanced Excel Data & Analytics Skills;Learning Path;;;"Show more options for Master Advanced Excel Data &amp;amp; Analytics Skills";;;Save;;;14h;;;Updated 3 weeks ago;;;;;LinkedIn;;;;;;;
SQL Essential Training;Course;Popular;;;Show more options for SQL Essential Training;;;Save;;;4h 34m;;;;Beginner;Updated 4 months ago;;;;;LinkedIn;;;By: Walter Shields;
SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS;Course;;;Show more options for SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS;;;Save;;;16m;;Intermediate;;;Jan 2020;;;;;LinkedIn;;By: SAS Institute;;;
Apache Spark Essential Training: Big Data Engineering;Course;New;;;Show more options for Apache Spark Essential Training: Big Data Engineering;;;Save;;;1h 4m;;;;Intermediate;6 days ago;;;;;LinkedIn;;;By: Kumaran Ponnambalam;
Listen: Olga Tsubiks;Audio;;;Show more options for Listen: Olga Tsubiks;;;Save;;;11m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Julie Brunet;Audio;;;Show more options for Listen: Julie Brunet;;;Save;;;21m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems;Course;;;Show more options for Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems;;;Save;;;1h;;Advanced;;;Jun 2023;;;;;LinkedIn;;By: Noah Gift;;;
Microsoft Copilot for Azure SQL Database;Course;Popular;;;Show more options for Microsoft Copilot for Azure SQL Database;;;Save;;;22m;;;;Intermediate;1 month ago;;;;;LinkedIn;;;By: Scott Simpson;
Develop Your SPSS Skills;Learning Path;;;Show more options for Develop Your SPSS Skills;;;Save;;;14h;;;Updated Feb 2024;;;;;LinkedIn;;;;;;;
Listen: Neil Richards;Audio;;;Show more options for Listen: Neil Richards;;;Save;;;23m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Milan Janosov;Audio;;;Show more options for Listen: Milan Janosov;;;Save;;;19m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Prepare for the Azure Data Fundamentals (DP-900) Certification Exam;Learning Path;;;Show more options for Prepare for the Azure Data Fundamentals (DP-900) Certification Exam;;;Save;;;3h 20m;;;Updated Jul 2023;;;;;Microsoft;;;;;;;
Advanced SQL for Application Development;Course;;;Show more options for Advanced SQL for Application Development;;;Save;;;2h 7m;;Advanced;;;Updated Apr 2024;;;;;LinkedIn;;By: Dan Sullivan;;;
Listen: Rob Smith;Audio;;;Show more options for Listen: Rob Smith;;;Save;;;21m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Master Excel for Data Science;Learning Path;;;Show more options for Master Excel for Data Science;;;Save;;;17h;;;Updated Mar 2024;;;;;LinkedIn;;;;;;;
Listen: Steve Haroz;Audio;;;Show more options for Listen: Steve Haroz;;;Save;;;24m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Assembling Calculus;Course;;;Show more options for Assembling Calculus;;;Save;;;1h 24m;;Beginner;;;Jan 2024;;;;;LinkedIn;;By: Joan Horvath and Rich Cameron;;;
Listen: Jonathan Schwabish;Audio;;;Show more options for Listen: Jonathan Schwabish;;;Save;;;29m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Sonja Kuijpers;Audio;;;Show more options for Listen: Sonja Kuijpers;;;Save;;;17m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Alli Torban;Audio;;;Show more options for Listen: Alli Torban;;;Save;;;21m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Richard Brath;Audio;;;Show more options for Listen: Richard Brath;;;Save;;;18m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
NumPy Essential Training: 1 Foundations of NumPy;Course;;;Show more options for NumPy Essential Training: 1 Foundations of NumPy;;;Save;;;1h 26m;;Intermediate;;;Updated Oct 2023;;;;;LinkedIn;;By: Terezija Semenski;;;
Listen: Tamara Munzner;Audio;;;Show more options for Listen: Tamara Munzner;;;Save;;;23m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Neil Halloran;Audio;;;Show more options for Listen: Neil Halloran;;;Save;;;16m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Outro;Audio;;;Show more options for Outro;;;Save;;;10s;;;Updated Oct 2023;;;;;LinkedIn;;;From the course: Becoming a Data Entrepreneur;;;;
Advanced Power BI Custom Visuals with d3.js;Course;;;Show more options for Advanced Power BI Custom Visuals with d3.js;;;Save;;;3h 38m;;Advanced;;;May 2021;;;;;LinkedIn;;By: Emma Saunders;;;
Prepare for the SAS 9.4 Base Programming (A00-231) Certification Exam;Learning Path;;;Show more options for Prepare for the SAS 9.4 Base Programming (A00-231) Certification Exam;;;Save;;;5h 45m;;;Updated Nov 2022;;;;;LinkedIn;;;;;;;
Listen: Amy Cesal;Audio;;;Show more options for Listen: Amy Cesal;;;Save;;;13m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Ben Jones;Audio;;;Show more options for Listen: Ben Jones;;;Save;;;28m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Outro;Audio;;;Show more options for Outro;;;Save;;;6s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
Nail Your SQL Interview;Course;;;Show more options for Nail Your SQL Interview;;;Save;;;1h;;Beginner;;;Apr 2022;;;;;LinkedIn;;By: Nichole Pulley;;;
Listen with Jason Forrest;Audio;;;Show more options for Listen with Jason Forrest;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
What is AutoML?;Audio;;;Show more options for What is AutoML?;;;Save;;;2m 32s;;;Updated Feb 2024;;;;;LinkedIn;;;From the course: Starting Your Career as a Financial Analyst;;;;
DJ Patil: Ask Me Anything;Course;;;Show more options for DJ Patil: Ask Me Anything;;;Save;;;4h 3m;;General;;;Updated Sep 2019;;;;;LinkedIn;;By: DJ Patil;;;
Listen: Sarah Nell-Rodriguez;Audio;;;Show more options for Listen: Sarah Nell-Rodriguez;;;Save;;;21m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Sandra Rendgen;Audio;;;Show more options for Listen: Sandra Rendgen;;;Save;;;13m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Kaumudi Goda;Audio;;;Show more options for Listen: Kaumudi Goda;;;Save;;;22m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Lesson: Unicorns;Audio;;;Show more options for Lesson: Unicorns;;;Save;;;5m 7s;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;Course;Popular;;;Show more options for Complete Guide to AI and Data Science for SQL Developers: From Beginner to Advanced;;;Save;;;5h 22m;;;;Advanced;Updated 4 months ago;;;;;LinkedIn;;;By: Walter Shields;
Listen: Jen Christiansen;Audio;;;Show more options for Listen: Jen Christiansen;;;Save;;;18m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Diana Yoo;Audio;;;Show more options for Listen: Diana Yoo;;;Save;;;22m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Susan Schulten;Audio;;;Show more options for Listen: Susan Schulten;;;Save;;;24m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Databricks Certified Data Engineer Associate Cert Prep: 4 Production Pipelines;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 4 Production Pipelines;;;Save;;;19m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Getting Started with R for Data Science;Learning Path;;;Show more options for Getting Started with R for Data Science;;;Save;;;14h;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Prepare for the Excel Expert - Microsoft Office Specialist Exam for M365 Apps (MO-211);Learning Path;;;Show more options for Prepare for the Excel Expert - Microsoft Office Specialist Exam for M365 Apps (MO-211);;;Save;;;22h;;;Updated 4 months ago;;;;;LinkedIn;;;;;;;
Using SQL with C++;Course;;;Show more options for Using SQL with C++;;;Save;;;1h 27m;;Intermediate;;;Aug 2021;;;;;LinkedIn;;By: Bill Weinman;;;
Databricks Certified Data Engineer Associate Cert Prep: 3 Incremental Data Processing;Course;;;Show more options for Databricks Certified Data Engineer Associate Cert Prep: 3 Incremental Data Processing;;;Save;;;28m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Noah Gift;;;
Machine Learning Statistical Foundations Professional Certificate by Wolfram Research;Professional Certificate;;;Show more options for Machine Learning Statistical Foundations Professional Certificate by Wolfram Research;;;Save;;;7h 45m;;;Updated 1 week ago;;;;;;Provided by Wolfram Research and LinkedIn;;;;;;
Introduction to Machine Learning with KNIME;Course;;;Show more options for Introduction to Machine Learning with KNIME;;;Save;;;1h 59m;;Beginner + Intermediate;;;Updated Jul 2023;;;;;LinkedIn;;By: Keith McCormick;;;
Listen: Alberto Cairo;Audio;;;Show more options for Listen: Alberto Cairo;;;Save;;;20m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Anthony Starks;Audio;;;Show more options for Listen: Anthony Starks;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Amanda Makulec;Audio;;;Show more options for Listen: Amanda Makulec;;;Save;;;22m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Data Engineering Hands-On Practice;Learning Path;;;Show more options for Data Engineering Hands-On Practice;;;Save;;;19h;;;Updated 1 week ago;;;;;LinkedIn;;;;;;;
Listen: DJ Patil;Audio;;;Show more options for Listen: DJ Patil;;;Save;;;30m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SQL Weekly Tips;Course;;;Show more options for SQL Weekly Tips;;;Save;;;2h 54m;;Beginner;;;Updated Jun 2023;;;;;LinkedIn;;By: Mark Niemann-Ross;;;
Data Engineering Foundations Professional Certificate by Astronomer;Professional Certificate;;;Show more options for Data Engineering Foundations Professional Certificate by Astronomer;;;Save;;;11h;;;Updated 1 month ago;;;;;;Provided by Astronomer and LinkedIn;;;;;;
Problem Identification and Solution Design for Data Scientists;Course;New;Popular;;;Show more options for Problem Identification and Solution Design for Data Scientists;;;Save;;;;;1h 27m;;Intermediate;2 weeks ago;;;;;;LinkedIn;;By: Keith McCormick
Listen: Drew Davis;Audio;;;Show more options for Listen: Drew Davis;;;Save;;;23m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Deploy SQL Server on Linux, Containers, and Kubernetes;Course;;;Show more options for Deploy SQL Server on Linux, Containers, and Kubernetes;;;Save;;;56m;;Intermediate;;;Oct 2023;;;;;LinkedIn;;By: Ben Weissman;;;
NumPy Essential Training: 2 MatPlotlib and Linear Algebra Capabilities;Course;;;Show more options for NumPy Essential Training: 2 MatPlotlib and Linear Algebra Capabilities;;;Save;;;1h 12m;;Intermediate;;;Mar 2022;;;;;LinkedIn;;By: Terezija Semenski;;;
Explore a Career in SQL Development;Learning Path;;;Show more options for Explore a Career in SQL Development;;;Save;;;14h;;;Updated 1 week ago;;;;;LinkedIn;;;;;;;
Listen: Kenneth Field;Audio;;;Show more options for Listen: Kenneth Field;;;Save;;;22m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Michelle Rial;Audio;;;Show more options for Listen: Michelle Rial;;;Save;;;18m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Jeremy Singer-Vine;Audio;;;Show more options for Listen: Jeremy Singer-Vine;;;Save;;;21m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Foundational Math for Machine Learning;Learning Path;;;Show more options for Foundational Math for Machine Learning;;;Save;;;5h 35m;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
Fiori Reports and Embedded Analytics in SAP S/4HANA;Course;;;Show more options for Fiori Reports and Embedded Analytics in SAP S/4HANA;;;Save;;;1h 9m;;Intermediate;;;Nov 2023;;;;;LinkedIn;;By: Michael Management;;;
Listen: Petra Isenberg;Audio;;;Show more options for Listen: Petra Isenberg;;;Save;;;22m;;;Updated 4 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
SQL Hands-On Practice;Learning Path;;;Show more options for SQL Hands-On Practice;;;Save;;;7h 40m;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
Listen: Elijah Meeks;Audio;;;Show more options for Listen: Elijah Meeks;;;Save;;;22m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Master Data Engineering;Learning Path;;;Show more options for Master Data Engineering;;;Save;;;23h;;;Updated 1 week ago;;;;;LinkedIn;;;;;;;
Listen: RJ Andrews;Audio;;;Show more options for Listen: RJ Andrews;;;Save;;;21m;;;Updated 5 days ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Listen: Andy Kirk;Audio;;;Show more options for Listen: Andy Kirk;;;Save;;;22m;;;Updated 3 weeks ago;;;;;LinkedIn;;;From the course: Data Visualization: A Lesson and Listen Series;;;;
Build Your Wolfram Language Skills;Learning Path;;;Show more options for Build Your Wolfram Language Skills;;;Save;;;6h 35m;;;Updated Feb 2024;;;;;LinkedIn;;;;;;;
Advance Your Python Skills for Data Science;Learning Path;;;Show more options for Advance Your Python Skills for Data Science;;;Save;;;21h;;;Updated 3 weeks ago;;;;;LinkedIn;;;;;;;
SQL vs. NoSQL: Which Database Type Is Right for You?;Course;;;Show more options for SQL vs. NoSQL: Which Database Type Is Right for You?;;;Save;;;26m;;Intermediate;;;Oct 2022;;;;;LinkedIn;;By: David Jones-Gilardi;;;
Prepare for the AWS Certified Data Analytics – Specialty (DAS-C01) Certification;Learning Path;;;Show more options for Prepare for the AWS Certified Data Analytics – Specialty (DAS-C01) Certification;;;Save;;;3h 41m;;;May 2023;;;;;LinkedIn;;;;;;;
Master SQL for Data Science;Learning Path;;;Show more options for Master SQL for Data Science;;;Save;;;12h;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Anaconda Python for Data Science Professional Certificate;Professional Certificate;;;Show more options for Anaconda Python for Data Science Professional Certificate;;;Save;;;9h 51m;;;Updated Mar 2024;;;;;;Provided by Anaconda and LinkedIn;;;;;;
Getting Started with Power BI;Course;New;;;Show more options for Getting Started with Power BI;;;Save;;;1h 40m;;;;Beginner;1 week ago;;;;;LinkedIn;;;By: Gini von Courter;
Prepare for the Microsoft Power Platform Fundamentals (PL-900) Certification;Learning Path;;;Show more options for Prepare for the Microsoft Power Platform Fundamentals (PL-900) Certification;;;Save;;;9h 13m;;;Updated May 2023;;;;;Microsoft;;;;;;;
Machine Learning and AI Foundations: Decision Trees with KNIME;Course;;;Show more options for Machine Learning and AI Foundations: Decision Trees with KNIME;;;Save;;;1h 59m;;Intermediate;;;Jun 2022;;;;;LinkedIn;;By: Keith McCormick;;;
Master SQL Development;Learning Path;;;Show more options for Master SQL Development;;;Save;;;14h;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Productizing Data Applications with KNIME Business Hub;Course;;;Show more options for Productizing Data Applications with KNIME Business Hub;;;Save;;;56m;;Advanced;;;1 month ago;;;;;LinkedIn;;By: KNIME AG;;;
Machine Learning and AI Foundations: Advanced Decision Trees with KNIME;Course;;;Show more options for Machine Learning and AI Foundations: Advanced Decision Trees with KNIME;;;Save;;;1h 33m;;Advanced;;;Nov 2022;;;;;LinkedIn;;By: Keith McCormick;;;
Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;Course;;;Show more options for Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;;;Save;;;18m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Noah Gift;;;
Learning Codeless Machine Learning with KNIME;Learning Path;;;Show more options for Learning Codeless Machine Learning with KNIME;;;Save;;;11h;;;Updated Jul 2023;;;;;LinkedIn;;;;;;;
